"","X.2","X.1","X","Last.Trade.Date","Stock.Quote","Strike","Bid","Ask","Time","Date","Prices"
"1",1,23,3,"2022-04-08 14:52:00",99.52,97,0,0,"09:32","11-Apr",2.84894849245135
"2",2,33,3,"2022-04-08 14:52:00",99.97,97,0,0,"09:37","11-Apr",3.21973183298415
"3",3,42,2,"2022-04-08 14:52:00",100.64,97,0,0,"09:42","11-Apr",3.80240699967164
"4",4,163,1,"2022-04-11 10:10:00",102.05,97,6.4,6.65,"10:46","11-Apr",5.10574779994916
"5",5,174,1,"2022-04-11 10:10:00",101.59,97,6.75,7.1,"10:51","11-Apr",4.6660450313158
"6",6,184,1,"2022-04-11 10:10:00",101.42,97,6.15,6.5,"10:56","11-Apr",4.50477332397756
"7",7,194,1,"2022-04-11 10:10:00",101.3741,97,6.05,6.35,"11:01","11-Apr",4.46074744206139
"8",8,204,1,"2022-04-11 10:10:00",101.64,97,5.55,5.75,"11:07","11-Apr",4.71091312986113
"9",9,214,1,"2022-04-11 10:10:00",102.03,97,5.55,5.8,"11:12","11-Apr",5.08319858140498
"10",10,225,1,"2022-04-11 10:10:00",101.45,97,5.35,5.6,"11:17","11-Apr",4.52940476423364
"11",11,235,1,"2022-04-11 10:10:00",101.54,97,5.6,5.85,"11:23","11-Apr",4.61350749108102
"12",12,245,1,"2022-04-11 10:10:00",101.52,97,5.9,6.1,"11:28","11-Apr",4.59375038880725
"13",13,255,1,"2022-04-11 10:10:00",101.895,97,5.55,5.75,"11:33","11-Apr",4.95070708050769
"14",14,335,1,"2022-04-11 10:10:00",102.02,97,6,6.25,"12:15","11-Apr",5.06587139197081
"15",15,730,1,"2022-04-11 10:10:00",101.89,97,6.35,6.5,"15:41","11-Apr",4.91811749741653
"16",16,740,1,"2022-04-11 10:10:00",101.57,97,6.15,6.45,"15:46","11-Apr",4.60610149641808
"17",17,750,1,"2022-04-11 10:10:00",101.5101,97,5.95,6.05,"15:52","11-Apr",4.54738850545964
"18",18,760,1,"2022-04-11 10:10:00",101.52,97,5.75,6,"15:57","11-Apr",4.55642100742798
